waveobs	flux	err
420.025	0.7413115089095018	0.0
420.04999999999995	0.6914036353795356	0.0
420.07499999999993	0.674186845933557	0.0
420.0999999999999	0.703087012352117	0.0
420.1249999999999	0.7302347246925639	0.0
420.14999999999986	0.684784057163613	0.0
420.17499999999984	0.5795360083608482	0.0
420.1999999999998	0.5114225561725522	0.0
420.2249999999998	0.5438834909747265	0.0
420.2499999999998	0.6391947532289589	0.0
420.27499999999975	0.7276522359286084	0.0
420.2999999999997	0.7825056593679988	0.0
420.3249999999997	0.8017775336503274	0.0
420.3499999999997	0.7850931885463078	0.0
420.37499999999966	0.7519381501821755	0.0
420.39999999999964	0.7396290131126988	0.0
420.4249999999996	0.7554024958975885	0.0
420.4499999999996	0.7605238880539038	0.0
420.47499999999957	0.7378547359616681	0.0
420.49999999999955	0.7196084388246315	0.0
420.5249999999995	0.7327011965897602	0.0
420.5499999999995	0.7787768367702959	0.0
420.5749999999995	0.8399351366924407	0.0
420.59999999999945	0.8711664331594338	0.0
420.62499999999943	0.8387453791545795	0.0
420.6499999999994	0.7700508247209683	0.0
420.6749999999994	0.7272959801151863	0.0
420.69999999999936	0.7359917558187562	0.0
420.72499999999934	0.7788071299941206	0.0
420.7499999999993	0.834538131346949	0.0
420.7749999999993	0.8795444347631782	0.0
420.7999999999993	0.8885533879652595	0.0
420.82499999999925	0.8569352006102369	0.0
420.8499999999992	0.8150539911309852	0.0
420.8749999999992	0.8015015318249092	0.0
420.8999999999992	0.8131547147228834	0.0
420.92499999999916	0.8143467471053922	0.0
420.94999999999914	0.7911747759996497	0.0
420.9749999999991	0.7579760838954641	0.0
420.9999999999991	0.7237041291299616	0.0
421.02499999999907	0.6999074776514393	0.0
421.04999999999905	0.710819723603197	0.0
421.074999999999	0.7522219929488846	0.0
421.099999999999	0.7982489561835246	0.0
421.124999999999	0.8347932877285174	0.0
421.14999999999895	0.8495870375523743	0.0
421.17499999999893	0.845518270601284	0.0
421.1999999999989	0.8452978061103527	0.0
421.2249999999989	0.8505911649066723	0.0
421.24999999999886	0.8498239158533113	0.0
421.27499999999884	0.8532067397099609	0.0
421.2999999999988	0.8603522377500993	0.0
421.3249999999988	0.844776339378489	0.0
421.3499999999988	0.8086872037954126	0.0
421.37499999999875	0.7956194917152215	0.0
421.3999999999987	0.8253330909279513	0.0
421.4249999999987	0.8640828910208722	0.0
421.4499999999987	0.8732740296664905	0.0
421.47499999999866	0.8389586422832944	0.0
421.49999999999864	0.7571091628357708	0.0
421.5249999999986	0.6433559929145386	0.0
421.5499999999986	0.5534421395260727	0.0
421.57499999999857	0.5344200809249202	0.0
421.59999999999854	0.576085109885133	0.0
421.6249999999985	0.6535556221490416	0.0
421.6499999999985	0.7442632737961596	0.0
421.6749999999985	0.8021208447178262	0.0
421.69999999999845	0.7940361911594763	0.0
421.72499999999843	0.7510104961468007	0.0
421.7499999999984	0.7379357998672175	0.0
421.7749999999984	0.7711695050783298	0.0
421.79999999999836	0.8051904525720899	0.0
421.82499999999834	0.809870969900044	0.0
421.8499999999983	0.8022029440702997	0.0
421.8749999999983	0.7930645072268867	0.0
421.8999999999983	0.7692149427594301	0.0
421.92499999999825	0.7429777680566627	0.0
421.9499999999982	0.75233459172009	0.0
421.9749999999982	0.7855584752822699	0.0
421.9999999999982	0.7993892439244383	0.0
422.02499999999816	0.8043346737318295	0.0
422.04999999999814	0.836479121486574	0.0
422.0749999999981	0.8838288789071308	0.0
422.0999999999981	0.9044140073981004	0.0
422.12499999999807	0.8870458869057124	0.0
422.14999999999804	0.8542471530945819	0.0
422.174999999998	0.8152359036464147	0.0
422.199999999998	0.7668997825743814	0.0
422.224999999998	0.7392139184377284	0.0
422.24999999999795	0.7571261071523105	0.0
422.27499999999793	0.7854178358612269	0.0
422.2999999999979	0.7822148457909746	0.0
422.3249999999979	0.7543295442134053	0.0
422.34999999999786	0.7310325505965517	0.0
422.37499999999784	0.7149680705358686	0.0
422.3999999999978	0.684656100537563	0.0
422.4249999999978	0.6491687427209706	0.0
422.4499999999978	0.6433781243016937	0.0
422.47499999999775	0.6642172038016728	0.0
422.4999999999977	0.6704639471825192	0.0
422.5249999999977	0.6388882518584857	0.0
422.5499999999977	0.588123619578338	0.0
422.57499999999766	0.5374895097070594	0.0
422.59999999999764	0.4736594939242008	0.0
422.6249999999976	0.3831665257597529	0.0
422.6499999999976	0.29159957577924867	0.0
422.67499999999757	0.24734277205545288	0.0
422.69999999999754	0.2690494262883973	0.0
422.7249999999975	0.3382521468400563	0.0
422.7499999999975	0.43877180872667637	0.0
422.7749999999975	0.5599837492526077	0.0
422.79999999999745	0.6799867682682122	0.0
422.82499999999743	0.7759155296456234	0.0
422.8499999999974	0.837435016107477	0.0
422.8749999999974	0.8658447635376825	0.0
422.89999999999736	0.8578551030608187	0.0
422.92499999999734	0.8071626618965675	0.0
422.9499999999973	0.7403963764144076	0.0
422.9749999999973	0.7145647867473404	0.0
422.99999999999727	0.7513577425057271	0.0
423.02499999999725	0.8092685026999753	0.0
423.0499999999972	0.8414202124315556	0.0
423.0749999999972	0.8434982569454118	0.0
423.0999999999972	0.8385383638541212	0.0
423.12499999999716	0.8396240767992852	0.0
423.14999999999714	0.8376642653083923	0.0
423.1749999999971	0.8322651345697126	0.0
423.1999999999971	0.8336439289680798	0.0
423.22499999999707	0.8288421543111988	0.0
423.24999999999704	0.791757042807625	0.0
423.274999999997	0.721577925264653	0.0
423.299999999997	0.6465825523610809	0.0
423.324999999997	0.5983684147885437	0.0
423.34999999999695	0.6016349095157478	0.0
423.37499999999693	0.667373773473471	0.0
423.3999999999969	0.7666230263945581	0.0
423.4249999999969	0.8460358339631298	0.0
423.44999999999686	0.8768070234796423	0.0
423.47499999999684	0.8550118952014524	0.0
423.4999999999968	0.7903554828532245	0.0
423.5249999999968	0.7096537539477588	0.0
423.54999999999677	0.6261509695915615	0.0
423.57499999999675	0.5449510452949098	0.0
423.5999999999967	0.5142696205758157	0.0
423.6249999999967	0.5691536848240493	0.0
423.6499999999967	0.6508157543845795	0.0
423.67499999999666	0.6828155823832421	0.0
423.69999999999663	0.680860566589172	0.0
423.7249999999966	0.7051495376665738	0.0
423.7499999999966	0.7484792293147992	0.0
423.77499999999657	0.7615812889548317	0.0
423.79999999999654	0.7455463337465271	0.0
423.8249999999965	0.7281461661041498	0.0
423.8499999999965	0.7074106674551167	0.0
423.8749999999965	0.6878550483240942	0.0
423.89999999999645	0.6918164311340939	0.0
423.92499999999643	0.7016937081084035	0.0
423.9499999999964	0.6832092121908826	0.0
423.9749999999964	0.6554206955203428	0.0
423.99999999999636	0.6565664981157951	0.0
424.02499999999634	0.6817414543404663	0.0
424.0499999999963	0.7177782752038694	0.0
424.0749999999963	0.7695124249547025	0.0
424.09999999999627	0.8280006820195669	0.0
424.12499999999625	0.87629002207056	0.0
424.1499999999962	0.9018229451809933	0.0
424.1749999999962	0.8842710001807643	0.0
424.1999999999962	0.811192301006589	0.0
424.22499999999616	0.7167294287000544	0.0
