training_loss,validation_loss
0.335004597902298,0.4195888936519623
0.3332224488258362,0.41574400663375854
0.33138924837112427,0.41571518778800964
0.3314647376537323,0.41562318801879883
0.33072638511657715,0.4175594449043274
0.33144161105155945,0.4140203297138214
0.3306344151496887,0.41304489970207214
0.33093589544296265,0.41517698764801025
0.33658719062805176,0.4168315529823303
0.3305051624774933,0.41454094648361206
0.3289828598499298,0.41353878378868103
0.3299802541732788,0.4137164056301117
0.3290867209434509,0.41403400897979736
0.3281647861003876,0.41257280111312866
0.3286091685295105,0.41423144936561584
0.33217018842697144,0.4150821566581726
0.32901695370674133,0.4118976294994354
0.3287782669067383,0.4154694676399231
0.32900792360305786,0.4132508337497711
0.32663750648498535,0.4120738208293915
0.3260934054851532,0.4114171266555786
0.32742300629615784,0.4120141863822937
0.32835254073143005,0.41148531436920166
0.32685622572898865,0.41203656792640686
0.3264516592025757,0.4115874469280243
0.32534584403038025,0.41075485944747925
0.3271298408508301,0.4136315584182739
0.3279525637626648,0.41443535685539246
0.3287807106971741,0.4169975221157074
0.33120131492614746,0.4116855561733246
0.3251955807209015,0.41159704327583313
0.326336145401001,0.4102049767971039
0.32506126165390015,0.41388270258903503
0.32589593529701233,0.4099045991897583
0.3247447907924652,0.41249462962150574
0.3256564736366272,0.4105518162250519
0.3259454369544983,0.4106532633304596
0.3260396718978882,0.41202041506767273
0.3242798447608948,0.40960535407066345
0.32324838638305664,0.40996408462524414
0.3243393898010254,0.41143932938575745
0.3265500068664551,0.4107831120491028
0.3252941071987152,0.41403502225875854
0.32530879974365234,0.408378928899765
0.3239065408706665,0.4111193120479584
0.322868287563324,0.40903276205062866
0.3217719793319702,0.4090885519981384
0.32514604926109314,0.41014647483825684
0.32113468647003174,0.4086188077926636
0.32479777932167053,0.4088754951953888
0.32129043340682983,0.40855446457862854
0.3213548958301544,0.4081363081932068
0.32274481654167175,0.41066065430641174
0.3213157653808594,0.4135342836380005
0.32251518964767456,0.40751418471336365
0.32115456461906433,0.4072241485118866
0.32046300172805786,0.4078298807144165
0.3202567994594574,0.40770450234413147
0.32009047269821167,0.40894827246665955
0.32017821073532104,0.4071952700614929
0.3216738700866699,0.4088340103626251
0.3195520043373108,0.4072009325027466
0.31916189193725586,0.4076164960861206
0.32030540704727173,0.4081389307975769
0.32042938470840454,0.4071531295776367
0.32117241621017456,0.4074934124946594
0.31669604778289795,0.40504422783851624
0.3147244453430176,0.4046982526779175
0.3144521117210388,0.4043210744857788
0.3144744038581848,0.40491101145744324
0.3143554925918579,0.40632009506225586
0.3146649897098541,0.4049512445926666
0.3142216205596924,0.40490344166755676
0.3142721951007843,0.4052714705467224
0.3139767050743103,0.4043339788913727
0.31461238861083984,0.40410786867141724
0.31382715702056885,0.4041717052459717
0.31359055638313293,0.4035412669181824
0.31333452463150024,0.40426743030548096
0.3135630786418915,0.40409499406814575
0.3133527934551239,0.4046570956707001
0.31350603699684143,0.4040006995201111
0.3137625455856323,0.4045078456401825
0.31278195977211,0.4038700759410858
0.3132997155189514,0.40361326932907104
0.31337469816207886,0.4048244059085846
0.31272032856941223,0.4032169282436371
0.3125462532043457,0.40307894349098206
0.31235674023628235,0.40295830368995667
0.31268513202667236,0.4033685028553009
0.31227907538414,0.404059499502182
0.31281808018684387,0.40314993262290955
0.3118341565132141,0.4032195508480072
0.3125057518482208,0.4027878940105438
0.31160232424736023,0.4044499099254608
0.31290143728256226,0.4035741686820984
0.3132752478122711,0.40269893407821655
0.3125535845756531,0.40343421697616577
0.3120386004447937,0.4030788838863373
0.3115108013153076,0.4021952450275421
0.3117400109767914,0.4031051993370056
0.31249985098838806,0.40269848704338074
0.311667263507843,0.40259936451911926
0.3115133047103882,0.40300652384757996
0.31124255061149597,0.40275049209594727
0.3110741674900055,0.4024367034435272
0.3118789494037628,0.40328362584114075
0.31116044521331787,0.4022887051105499
0.31094518303871155,0.4023165702819824
0.31119874119758606,0.40380874276161194
0.30951812863349915,0.40110713243484497
0.30873674154281616,0.4011146128177643
0.30861082673072815,0.4016827940940857
0.30828940868377686,0.4007945954799652
0.308478444814682,0.40158700942993164
0.308317095041275,0.40109187364578247
0.30866384506225586,0.4013572931289673
0.3086158037185669,0.40145206451416016
0.30814018845558167,0.4010721445083618
0.30849164724349976,0.40179529786109924
0.3082665205001831,0.4010961949825287
0.308022141456604,0.4013056755065918
0.3078865110874176,0.4007926285266876
0.30821073055267334,0.40095722675323486
0.30718907713890076,0.40028196573257446
0.30691272020339966,0.40029358863830566
0.30686333775520325,0.4001128375530243
0.30682194232940674,0.40055838227272034
0.3067306578159332,0.4001777470111847
0.30688250064849854,0.40050339698791504
0.30673640966415405,0.4003945291042328
0.30680423974990845,0.40042003989219666
0.30663204193115234,0.4001407027244568
0.3066123425960541,0.40032848715782166
0.3065146803855896,0.4006021320819855
0.3068971335887909,0.4002627432346344
0.3067648410797119,0.400468111038208
0.30622169375419617,0.39998775720596313
0.3060549795627594,0.40001025795936584
0.3060407042503357,0.4000668227672577
0.3059796988964081,0.399978369474411
0.3059844970703125,0.4003535807132721
0.3059760630130768,0.400183767080307
0.3059166669845581,0.39988812804222107
0.3059697449207306,0.4000786542892456
0.3059217929840088,0.4000518023967743
0.30585911870002747,0.40016505122184753
0.30581966042518616,0.40003716945648193
0.3056325912475586,0.3999263048171997
0.30554401874542236,0.3999309837818146
0.3055186867713928,0.3998700976371765
0.305556982755661,0.399919718503952
0.3055466413497925,0.39986443519592285
0.3055271506309509,0.3998817205429077
0.3054935336112976,0.399880975484848
