training_loss,validation_loss
20.06342887878418,7.308566570281982
5.597616672515869,3.8227388858795166
3.405174970626831,2.9044029712677
2.5375661849975586,2.1366934776306152
2.1126327514648438,1.8525758981704712
1.894787311553955,1.7294278144836426
1.7839161157608032,1.5686140060424805
1.6079752445220947,1.434899926185608
1.5133291482925415,1.3529458045959473
1.4614259004592896,1.2954306602478027
1.354084849357605,1.250023603439331
1.2937084436416626,1.1881327629089355
1.2406606674194336,1.3779263496398926
1.204783320426941,1.130754828453064
1.148537278175354,1.1206042766571045
1.1149312257766724,1.0064929723739624
1.1060889959335327,0.985403299331665
1.0335367918014526,0.9593778252601624
0.9997768402099609,0.9304754137992859
0.9644701480865479,0.9710146188735962
0.9624287486076355,0.8976209759712219
0.933110773563385,0.8785842061042786
0.9307395219802856,0.8778267502784729
0.9084625244140625,0.8556801080703735
0.9047526717185974,0.8090323805809021
0.8482096791267395,0.8438135981559753
0.8323449492454529,0.7994558215141296
0.8786939382553101,0.7822310328483582
0.820202648639679,0.765182614326477
0.789341926574707,0.785805881023407
0.7619295120239258,0.7472432255744934
0.7435064315795898,0.7237671613693237
0.7282947301864624,0.7252979278564453
0.726442277431488,0.7190747261047363
0.7529907822608948,0.7394789457321167
0.6990982890129089,0.7084370851516724
0.724555253982544,0.6916342973709106
0.6861939430236816,0.6903265118598938
0.7166838645935059,0.8269156217575073
0.73073810338974,0.7048976421356201
0.6723594069480896,0.6617051959037781
0.651046097278595,0.7108397483825684
0.6646896004676819,0.6685338616371155
0.6430777311325073,0.6590943932533264
0.6339128613471985,0.6928228735923767
0.6332826614379883,0.6401770114898682
0.6214404702186584,0.6239497661590576
0.6343101263046265,0.6353142857551575
0.6189724206924438,0.6346017718315125
0.6046120524406433,0.6121060252189636
0.587029218673706,0.6001474261283875
0.594558835029602,0.6085822582244873
0.6285414099693298,0.6845870614051819
0.6615153551101685,0.600475013256073
0.5951537489891052,0.6944388747215271
0.6405384540557861,0.6185469031333923
0.5792323350906372,0.6106685996055603
0.5676454901695251,0.5830193758010864
0.5518155694007874,0.5893945693969727
0.570845365524292,0.5978578329086304
0.5909435153007507,0.676461398601532
0.5557515621185303,0.5998775362968445
0.5841548442840576,0.5635003447532654
0.5395239591598511,0.5788111686706543
0.5651213526725769,0.5820716619491577
0.5373520851135254,0.5815780758857727
0.5207424163818359,0.547252357006073
0.511370062828064,0.5450009107589722
0.5193943381309509,0.6734482049942017
0.6052677631378174,0.5592992901802063
0.5298628807067871,0.5708999037742615
0.5081849694252014,0.5556351542472839
0.5138945579528809,0.5505258440971375
0.5228033065795898,0.5408572554588318
0.5366743206977844,0.5508158802986145
0.5306337475776672,0.5851856470108032
0.5362652540206909,0.53340744972229
0.4898782968521118,0.5332378149032593
0.5014418959617615,0.5785456299781799
0.5140040516853333,0.5662705898284912
0.5223222970962524,0.5444475412368774
0.5027571320533752,0.5566534399986267
0.4855020046234131,0.5516095161437988
0.48297595977783203,0.5345955491065979
0.47814255952835083,0.5071972608566284
0.48199376463890076,0.5209769606590271
0.4963095188140869,0.5196133852005005
0.4785540997982025,0.527605414390564
0.4733711779117584,0.5194928050041199
0.4672228991985321,0.5086636543273926
0.4664160907268524,0.5213581323623657
0.47305646538734436,0.5099811553955078
0.5334571003913879,0.6159540414810181
0.48394545912742615,0.5399214625358582
0.4822269678115845,0.5274330973625183
0.43712759017944336,0.47954612970352173
0.43121016025543213,0.5086037516593933
0.438484787940979,0.47404932975769043
0.4273490905761719,0.47072216868400574
0.4220130741596222,0.4773355722427368
0.4247705936431885,0.4715802073478699
0.4190309941768646,0.47381511330604553
0.42091068625450134,0.48649442195892334
0.42047566175460815,0.48561638593673706
0.41962215304374695,0.48473453521728516
0.4249771535396576,0.48222339153289795
0.421121209859848,0.4680531620979309
0.4200647473335266,0.4667382538318634
0.41282472014427185,0.4671162962913513
0.41485241055488586,0.47213923931121826
0.4119419753551483,0.47162413597106934
0.4177604913711548,0.47191962599754333
0.41622045636177063,0.4741846024990082
0.4161914587020874,0.47193628549575806
0.4058986306190491,0.4665846824645996
0.40821388363838196,0.46564143896102905
0.407661497592926,0.4643588364124298
0.40520504117012024,0.4611225724220276
0.4080773591995239,0.46547937393188477
0.40777266025543213,0.4678245186805725
0.4060218632221222,0.47365275025367737
0.4052963852882385,0.4654873013496399
0.4037863612174988,0.45983511209487915
0.3988261818885803,0.45754721760749817
0.40157169103622437,0.46590369939804077
0.4418441653251648,0.48356083035469055
0.4107400178909302,0.4596778154373169
0.40107598900794983,0.4596656262874603
0.3955003023147583,0.45707711577415466
0.39179936051368713,0.4560093581676483
0.3920300006866455,0.4612719714641571
0.3945638835430145,0.4675508141517639
0.40021732449531555,0.45639997720718384
0.3920285701751709,0.502113401889801
0.413669228553772,0.4602523446083069
0.39448434114456177,0.45146679878234863
0.38974690437316895,0.4615982174873352
0.4035278558731079,0.45609721541404724
0.39556533098220825,0.4578927755355835
0.39053940773010254,0.46705201268196106
0.39205294847488403,0.4566235840320587
0.39285948872566223,0.4651859700679779
0.4046282470226288,0.4985805153846741
0.39790767431259155,0.45638638734817505
0.39155128598213196,0.47698521614074707
0.40988337993621826,0.4517914056777954
0.3734499216079712,0.4385712444782257
0.36884912848472595,0.44376063346862793
0.3711632490158081,0.43725958466529846
0.36620840430259705,0.437194287776947
0.37115830183029175,0.4451576769351959
0.3719244599342346,0.43868711590766907
0.36547622084617615,0.4367034137248993
0.365683376789093,0.43616825342178345
0.3666388988494873,0.4379260241985321
0.36877375841140747,0.44102030992507935
0.36615070700645447,0.4363107979297638
0.3636694848537445,0.4348183274269104
0.3658253252506256,0.43838685750961304
0.3642089366912842,0.43916600942611694
0.3636210262775421,0.43489331007003784
0.3658296465873718,0.4355916976928711
0.3624769449234009,0.4356103837490082
0.3630671203136444,0.4415071904659271
0.3643787205219269,0.4359637200832367
0.3604804277420044,0.4349547028541565
0.3600163757801056,0.43466243147850037
0.36044731736183167,0.43195220828056335
0.3595559298992157,0.43171262741088867
0.36038294434547424,0.4389685094356537
0.3604191541671753,0.43498677015304565
0.35866498947143555,0.4306791126728058
0.3561977446079254,0.4318740963935852
0.3572740852832794,0.4328881800174713
0.3572509288787842,0.43039312958717346
0.35597607493400574,0.42880678176879883
0.35599634051322937,0.4320487380027771
0.35688087344169617,0.43063706159591675
0.3566553294658661,0.42939552664756775
0.35523736476898193,0.4353128671646118
0.3567456901073456,0.4280981421470642
0.3564141094684601,0.4295942187309265
0.3528531491756439,0.4313472509384155
0.35515469312667847,0.4379703104496002
0.3543284237384796,0.4294396638870239
0.35719093680381775,0.43774765729904175
0.36902758479118347,0.4345029294490814
0.363831102848053,0.4320671856403351
0.3554401993751526,0.4317387342453003
0.3520892858505249,0.42808228731155396
0.35368454456329346,0.4297376573085785
0.34729909896850586,0.42308762669563293
0.34478816390037537,0.42222103476524353
0.3424016237258911,0.42482540011405945
0.3447975218296051,0.4234622120857239
0.34417057037353516,0.4239443242549896
0.3426651060581207,0.42265936732292175
0.34300732612609863,0.428056925535202
0.34493279457092285,0.42116880416870117
0.3431176543235779,0.42376604676246643
0.34401053190231323,0.422325074672699
0.3417517840862274,0.421522855758667
0.3418315052986145,0.42193344235420227
0.34079867601394653,0.423149436712265
0.34189680218696594,0.4219895601272583
0.3414615988731384,0.4217921197414398
0.340823233127594,0.4212228059768677
0.3405555188655853,0.42096588015556335
0.34087032079696655,0.4221881926059723
0.34142276644706726,0.4208703935146332
0.342019259929657,0.42346978187561035
0.341298371553421,0.41996023058891296
0.3411485254764557,0.4198472499847412
0.3403337895870209,0.4204971194267273
0.339857280254364,0.4240823984146118
0.3404829800128937,0.41884317994117737
0.3420884311199188,0.41908517479896545
0.3390716314315796,0.4217284023761749
0.3417457342147827,0.4239875078201294
0.34101587533950806,0.41993945837020874
0.3386094272136688,0.4182608723640442
0.33846044540405273,0.419696569442749
0.3399721384048462,0.4185543954372406
0.33717241883277893,0.41883227229118347
0.3379262089729309,0.41857004165649414
0.33786246180534363,0.4195927083492279
0.3392176032066345,0.4178414046764374
0.33726152777671814,0.4192061126232147
0.3392806351184845,0.4210300147533417
0.33722779154777527,0.41799288988113403
0.33539271354675293,0.41946375370025635
0.33684924244880676,0.4177868068218231
0.3357376456260681,0.42071405053138733
0.3365340232849121,0.4204750061035156
0.3364717662334442,0.41768932342529297
0.33590587973594666,0.4172528088092804
0.3364746570587158,0.41795867681503296
0.334884911775589,0.4171066880226135
0.3352738320827484,0.41760072112083435
0.335653692483902,0.4169611632823944
0.3340495228767395,0.41789814829826355
0.3346846401691437,0.4180237352848053
0.33534911274909973,0.4185260236263275
0.33537963032722473,0.41765013337135315
0.3353955149650574,0.4155506193637848
0.33254995942115784,0.4166918396949768
0.3335629403591156,0.415712833404541
0.33227208256721497,0.41661152243614197
0.3326999247074127,0.41474494338035583
0.3317824602127075,0.4164156913757324
0.33525267243385315,0.4174673557281494
0.33193832635879517,0.41512250900268555
0.33111292123794556,0.4148558974266052
